Timestamp,Distance
20240928104252,212
20240928104253,216
20240928104254,205
20240928104255,44
20240928104256,259
20240928104257,193
20240928104258,262
20240928104259,273
20240928104300,234
20240928104301,219
20240928104302,212
20240928104303,155
20240928104304,205
20240928104305,49
20240928104306,259
20240928104307,266
20240928104308,262
20240928104309,273
20240928104310,234
20240928104311,219
20240928104312,212
20240928104313,216
20240928104314,205
20240928104315,244
20240928104316,259
20240928104317,266
20240928104318,262
20240928104319,273
20240928104320,234
20240928104321,219
20240928104322,212
20240928104323,216
20240928104324,205
20240928104325,244
20240928104326,259
20240928104327,266
20240928104328,262
20240928104329,273
20240928104330,234
20240928104331,192
20240928104332,192
20240928104333,192
20240928104334,205
20240928104335,155
20240928104336,259
20240928104337,155
20240928104338,156
20240928104339,155
20240928104340,234
20240928104341,155
20240928104342,212
